Operating Unit,Indicator,Description,Fine Age,Sex,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3
Cote d'Ivoire,TB_STAT,TB cases with documented HIV status,40-44,Male,662,784,616,611,558,664,541,545,594,594,644,662,708,838,735,743,690,805,704
Cote d'Ivoire,TB_STAT,TB cases with documented HIV status,20-24,Male,584,590,579,511,497,552,427,513,505,476,504,507,559,678,583,589,638,681,564
Cote d'Ivoire,TB_STAT,TB cases with documented HIV status,25-29,Male,733,778,669,531,659,662,482,565,589,587,629,588,649,681,691,663,558,728,662
Cote d'Ivoire,TB_STAT,TB cases with documented HIV status,50+,Male,1142,1245,1151,1096,972,1153,838,921,976,1021,984,1096,1158,1379,1306,1249,1106,1519,1252
Cote d'Ivoire,TB_STAT,TB cases with documented HIV status,Coarse,Female,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),65+,Female,,,,,,,,,,,,,4735,5455,5548,5778,5562,6474,6617
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),30-34,Female,28667,27185,27395,28075,24055,24525,24737,24979,21802,21171,21126,21035,20355,19730,19475,19384,19038,18930,18967
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),40-44,Female,29174,27621,28351,29438,28479,29071,29263,29791,29310,29743,30028,30264,30250,30684,30748,31010,30309,31365,31499
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),15-19,Male,1396,1438,1450,1490,1459,1440,1505,1564,1679,1708,1699,1782,1795,1799,1824,1859,1861,1943,1984
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),40-44,Male,11901,11232,11512,12004,10818,10745,10613,10694,9972,9895,9870,9823,9625,9381,9351,9339,9105,9156,9171
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),60-64,Female,,,,,,,,,,,,,6933,7255,7408,7630,7464,8163,8315
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),50-54,Female,,,,,,,,,,,,,18543,19080,19280,19639,19079,20271,20513
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),60-64,Male,,,,,,,,,,,,,4831,4953,5090,5193,4917,5469,5576
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),25-29,Male,3900,2972,3053,3529,2671,2800,2791,2840,2331,2331,2290,2284,2172,2174,2117,2216,2203,2311,2383
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),45-49,Female,20290,20827,21094,22148,21005,22210,22376,23067,23522,24130,24493,24574,25136,25391,25635,25984,25294,27038,27338
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),55-59,Male,,,,,,,,,,,,,7789,7844,7908,8012,7661,8370,8507
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),35-39,Male,8964,8684,9473,9132,7370,7526,7552,7505,6326,6294,6301,6359,6067,5981,5971,5993,5805,5878,5904
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),50+,Female,30465,31774,32330,34125,32909,35708,35945,37038,37998,39840,40703,41320,,,,,,,
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),20-24,Male,1472,1358,1426,1493,1293,1428,1506,1585,1669,1718,1786,1778,1791,1886,1967,2020,2019,2116,2224
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),Retired Age Band,Unknown Sex,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),35-39,Female,33665,32379,34941,34085,29913,30364,30258,30330,27714,27566,27772,27854,27624,27285,27202,27210,26757,26910,26844
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),65+,Male,,,,,,,,,,,,,3757,4235,4302,4454,4201,4900,4963
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),15-19,Female,3013,2804,2922,3176,2611,2622,2736,2754,2417,2375,2406,2454,2323,2257,2314,2342,2310,2328,2373
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),<01,Unknown Sex,549,408,466,474,300,293,285,300,174,158,111,119,76,78,77,76,81,81,76
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),4-Jan,Unknown Sex,2690,2493,2560,2581,2015,2016,1989,2029,1539,1491,1451,1449,1382,1292,1279,1251,1305,1203,1161
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),30-34,Male,5548,5201,5381,5584,4365,4507,4656,4676,4006,3928,3833,3821,3636,3456,3497,3532,3419,3512,3520
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),20-24,Female,9381,8197,8540,9008,7144,7165,7436,7619,6079,5863,6025,6096,5762,5461,5541,5678,5745,5570,5637
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),50+,Male,21826,22223,22816,23769,21707,23257,22997,23582,24412,25325,25527,25930,,,,,,,
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),Retired Age Band,Female,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),50-54,Male,,,,,,,,,,,,,10135,10232,10244,10341,9998,10597,10678
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),14-Oct,Unknown Sex,3764,3622,3719,3813,3531,3533,3573,3672,3699,3753,3786,3790,3798,3839,3833,3832,3775,3775,3821
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),45-49,Male,11232,11271,11473,12143,10963,11354,11335,11383,11484,11532,11379,11415,11223,11219,11240,11249,10788,11253,11310
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),9-May,Unknown Sex,4023,3817,3912,3958,3528,3429,3499,3448,3227,3140,3118,3064,2989,2871,2837,2831,2782,2721,2705
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),25-29,Female,21473,18848,19273,20605,16298,16338,16254,16387,12860,12396,12444,12504,11817,11361,11241,11226,10978,10839,10886
Cote d'Ivoire,TX_CURR,People currently receiving antiretroviral therapy (ART),55-59,Female,,,,,,,,,,,,,12242,12485,12751,13034,12549,13782,14065
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,<01,Unknown Sex,104,99,102,97,76,64,64,72,69,57,37,47,38,39,42,43,48,38,44
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,45-49,Male,815,869,488,381,319,381,319,334,383,322,330,308,267,290,269,235,203,250,236
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,50-54,Male,,,,,,,,,,,,,,,,,171,187,162
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,4-Jan,Unknown Sex,242,245,202,157,138,145,97,136,97,136,99,101,112,114,88,77,95,111,92
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,40-44,Female,1206,1390,880,754,632,679,561,603,668,713,649,568,529,579,539,480,448,491,426
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,50+,Male,1308,1505,817,707,568,615,475,555,589,636,557,533,462,531,506,430,,,
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,35-39,Male,942,958,558,444,381,437,323,366,376,379,345,314,286,315,257,270,247,307,222
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,60-64,Male,,,,,,,,,,,,,,,,,60,71,76
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,30-34,Female,2081,2173,1424,1155,1053,1089,863,913,956,934,825,783,795,707,674,641,596,648,510
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,30-34,Male,634,576,451,320,309,316,274,301,293,299,234,253,244,257,223,235,188,230,174
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,50-54,Female,,,,,,,,,,,,,,,,,224,275,236
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,15-19,Female,336,277,217,182,161,185,164,141,154,154,147,134,148,139,137,114,92,138,96
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,55-59,Male,,,,,,,,,,,,,,,,,109,126,109
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,9-May,Unknown Sex,178,199,107,119,78,81,62,70,82,62,78,62,59,68,67,56,47,73,41
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,25-29,Male,376,408,306,259,224,299,250,258,263,242,201,177,160,177,150,150,172,168,153
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,25-29,Female,1880,1969,1357,1137,1015,1158,943,873,848,840,690,655,655,643,543,544,604,530,452
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,40-44,Male,894,1038,515,468,354,453,361,400,465,429,388,311,323,324,295,276,268,320,256
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,60-64,Female,,,,,,,,,,,,,,,,,79,92,81
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,65+,Female,,,,,,,,,,,,,,,,,69,94,53
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,Retired Age Band,Female,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,15-19,Male,63,70,39,32,42,50,28,38,59,53,47,71,60,60,54,46,53,46,55
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,55-59,Female,,,,,,,,,,,,,,,,,122,176,143
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,65+,Male,,,,,,,,,,,,,,,,,70,86,70
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,35-39,Female,1905,2040,1237,1040,927,951,757,791,876,854,757,743,695,726,634,597,550,664,497
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,50+,Female,1322,1475,1026,842,712,800,556,641,698,736,644,683,598,669,594,558,,,
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,20-24,Male,173,189,132,105,95,182,118,119,181,180,159,155,137,164,164,134,136,197,182
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,14-Oct,Unknown Sex,128,146,80,95,62,66,70,82,74,69,60,62,58,59,51,59,38,51,41
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,45-49,Female,813,952,610,470,407,422,339,397,415,454,453,431,389,393,367,336,336,382,325
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,20-24,Female,1154,1127,829,661,631,690,506,543,526,490,506,416,466,442,466,434,383,462,365
Cote d'Ivoire,TX_NEW,People newly enrolled on antiretroviral therapy,Retired Age Band,Unknown Sex,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",15-19,Female,2197,2913,3377,3517,3356,3827,3409,3542,3459,3582,3403,3814,3872,3821,3925,3939,3914,4003,4226
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",20-24,Female,5504,7168,8440,9196,8297,9337,9339,9509,8830,9246,8006,8213,8856,8898,9446,9252,9054,9557,10276
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",30-34,Male,3542,4582,5118,5643,4919,5376,5768,5902,5446,5818,5178,5555,5494,5653,5993,5794,5519,5903,6167
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",45-49,Male,11704,14314,16012,16337,16052,16953,17166,17225,16559,17830,17061,18347,18539,18970,19794,19849,18499,19668,20295
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",40-44,Male,11375,13472,15239,17333,15325,15612,15927,16112,15261,16311,14739,15734,15689,15940,16747,16254,15466,16006,16681
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",30-34,Female,25240,31639,35943,37195,34201,36436,36174,36733,34175,35864,32906,34058,33953,34326,35736,35151,33336,34030,35035
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Unknown Age,Female,,2,,,,,,,,,,,,,,,,,
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",20-24,Male,994,1431,1550,1726,1505,1880,1863,2000,1945,2195,2166,2376,2572,2596,2807,2990,3055,3168,3544
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",55-59,Male,,,,,,,,,,,,,,,,,11121,13872,14633
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",35-39,Female,32864,41426,46652,48471,45337,46986,47091,47366,43990,46443,43668,46442,46465,47274,49577,49235,46718,48421,49869
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",4-Jan,Unknown Sex,1960,2388,2665,2875,2448,2522,2537,2508,2358,2410,2104,2099,2083,2166,2200,2106,2044,2045,2211
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50+,Female,33800,47376,51136,53543,51637,54628,55139,57706,55939,61669,62451,69887,70955,72728,77100,80332,,,
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",<01,Unknown Sex,79,118,142,150,133,205,236,265,244,160,105,128,83,107,91,98,88,83,100
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50+,Male,21826,29289,32222,34080,32094,33724,34187,35621,34682,38138,38804,42591,43133,44227,46951,47993,,,
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",25-29,Male,1540,2096,2504,2714,2286,2643,2638,2915,2694,2843,2606,2869,3010,3118,3377,3487,3413,3602,3937
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Coarse,Female,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",45-49,Female,24308,30542,33285,32522,33455,34663,34875,35650,35010,37726,37566,41464,42352,42808,45597,46238,43522,46628,48660
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",9-May,Unknown Sex,4489,5522,5889,6223,5607,5620,5361,5288,5129,5368,5201,5289,5106,5632,5251,5147,4974,5009,5083
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",65+,Female,,,,,,,,,,,,,,,,,8132,10051,10520
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Coarse,Unknown Sex,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",14-Oct,Unknown Sex,4529,5809,6212,6420,5982,6000,5763,5809,5763,6161,6222,6320,6467,6150,6719,6919,6840,6727,6947
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",55-59,Female,,,,,,,,,,,,,,,,,18948,23166,24270
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",15-19,Male,1495,2135,2256,2445,2208,2418,2257,2498,2412,2597,2719,2962,2896,2904,3046,3102,3066,3228,3398
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",60-64,Female,,,,,,,,,,,,,,,,,10828,13592,14367
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Coarse,Male,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",25-29,Female,13822,17379,20547,21437,19436,20860,20739,20333,18709,19879,17572,18347,18741,19125,20094,19932,19054,19308,19967
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",40-44,Female,32530,40088,44126,48375,45046,46292,46284,47504,45410,48441,47373,51105,51477,52271,54625,55555,52480,55075,57408
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",35-39,Male,6674,8677,9818,10587,9408,10106,10372,10580,9664,10166,8894,9612,9532,9746,10289,10279,9709,10182,10570
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50-54,Female,,,,,,,,,,,,,,,,,36545,35274,36667
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50-54,Male,,,,,,,,,,,,,,,,,19580,18187,18852
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",60-64,Male,,,,,,,,,,,,,,,,,7112,8766,9408
Cote d'Ivoire,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",65+,Male,,,,,,,,,,,,,,,,,6004,7592,7943
Cote d'Ivoire,TX_TB,ART patients who were started on TB treatment,N/A,Unknown Sex,,10398,,10735,,9435,,9113,,8444,,8653,,8806,,8135,,,
Cote d'Ivoire,TX_TB,ART patients who were started on TB treatment,15+,Female,,,,,,,,,,,,,,,,,,150528,
Cote d'Ivoire,TX_TB,ART patients who were started on TB treatment,<15,Unknown Sex,,,,,,,,,,,,,,,,,,7873,
Cote d'Ivoire,TX_TB,ART patients who were started on TB treatment,N/A,Male,,59129,,63610,,61172,,61153,,58608,,62478,,62047,,61778,,,
Cote d'Ivoire,TX_TB,ART patients who were started on TB treatment,Unknown Age,Male,,,,,,,,,,,,,,,,,,1,
Cote d'Ivoire,TX_TB,ART patients who were started on TB treatment,N/A,Female,,159545,,169959,,163280,,165833,,155228,,162458,,164699,,165026,,,
Cote d'Ivoire,TX_TB,ART patients who were started on TB treatment,15+,Male,,,,,,,,,,,,,,,,,,86818,
Democratic Republic of the Congo,HTS_SELF,Individual HIV self-test kits distributed,35-39,Female,32,30,47,64,76,60,156,280,81,78,168,196,162,405,704,914,679,139,205
Democratic Republic of the Congo,HTS_SELF,Individual HIV self-test kits distributed,20-24,Female,37,8,20,20,49,80,97,232,83,46,114,127,224,641,851,1218,1045,225,432
Democratic Republic of the Congo,HTS_SELF,Individual HIV self-test kits distributed,15-19,Female,17,2,18,3,19,36,57,84,27,5,52,61,88,180,307,520,489,69,95
Democratic Republic of the Congo,HTS_SELF,Individual HIV self-test kits distributed,15-19,Male,15,16,6,6,12,7,21,56,19,6,26,48,59,115,121,226,112,32,50
Democratic Republic of the Congo,HTS_SELF,Individual HIV self-test kits distributed,45-49,Male,6,8,10,7,29,23,71,140,57,36,105,128,133,252,245,300,171,87,91
Democratic Republic of the Congo,HTS_SELF,Individual HIV self-test kits distributed,40-44,Male,11,12,8,8,33,34,87,170,95,78,129,168,137,291,369,432,244,121,141
Democratic Republic of the Congo,HTS_SELF,Individual HIV self-test kits distributed,14-Oct,Unknown Sex,,,,1,,5,12,75,19,2,14,5,40,73,167,261,128,33,44
Democratic Republic of the Congo,HTS_SELF,Individual HIV self-test kits distributed,20-24,Male,47,38,24,16,47,38,48,179,51,90,130,139,202,331,307,416,336,153,298
Democratic Republic of the Congo,HTS_SELF,Individual HIV self-test kits distributed,50+,Female,5,3,14,13,20,30,42,69,29,17,55,64,37,129,134,350,146,30,21
Democratic Republic of the Congo,HTS_SELF,Individual HIV self-test kits distributed,25-29,Female,52,48,33,40,81,94,200,291,102,82,140,209,181,665,1033,1578,1148,304,374
Democratic Republic of the Congo,HTS_SELF,Individual HIV self-test kits distributed,50+,Male,3,2,4,9,6,23,83,135,48,18,97,107,96,180,233,376,182,57,39
Democratic Republic of the Congo,HTS_SELF,Individual HIV self-test kits distributed,45-49,Female,9,12,10,13,14,30,62,133,37,15,74,105,81,197,167,263,138,33,39
